q06	307887857146.511	1130835917761.67
q04	139475750003.316	512151135576.547
q17	4.49753689285714	0.391459964253207
q19	4.43702040839286	1.44220748505822
q09	4.38792917857143	0.46737029538489
q18	4.10512235714286	0.372075022774657
q21	3.80349182142857	0.924825538280919
q01	3.70745135714286	0.539850773217458
q12	3.62513946428572	0.205275563881267
q03	3.42398375	0.599007134962123
q05	3.16341067857143	0.633504267930963
q07	3.10330214285714	0.315532894178943
q10	3.06818828571429	0.201305173964495
q08	3.05758635714286	0.324372643936211
q20	2.89540325	0.358344950606787
q15	2.8819098	0.234769594865893
q14	2.657417	0.934782214172825
q13	2.51046960714286	0.410327741203639
q16	2.48495478571429	0.295049576382651
q11	2.17894135714286	0.367494613506629
q22	2.08696203571429	0.37864960914921
q02	1.96152096428571	0.35049650600631
