1	juno	tasktracker	13.1017750224537	7.31831380112172
2	juno	tasktracker	19.4055577027879	3.29831851173151
3	juno	tasktracker	24.7509128596029	1.41627660297233
4	juno	tasktracker	21.6407498600987	3.62798445778135
5	juno	tasktracker	24.3496402813744	2.1011931909561
6	juno	tasktracker	19.7167714902073	2.84270910486429
7	juno	tasktracker	20.7779958735416	3.29752927919237
8	juno	tasktracker	24.4680621953468	1.48118261012582
9	juno	tasktracker	20.3840354558176	3.42972077800089
10	juno	tasktracker	20.5197025445664	3.27412643320866
