5	17.3825918323771
10	18.4997277258386
15	20.2135031648844
20	18.2279407060249
25	18.249109781882
30	18.7886704164683
35	21.3895708595357
40	18.102560708448
45	19.5618354297151
50	18.0853745241523
55	21.0970866937953
60	23.4121153489553
65	20.4040939081534
70	17.9488487534854
75	17.5400673740303
80	17.476109438564
85	19.9158762384766
90	20.746920598194
95	19.1225384823704
100	19.3531451882929
105	19.2409632056497
110	18.7955299495716
115	18.7925980161041
120	17.8188128550667
125	18.697296561293
130	19.3191672176744
135	19.9625073903097
140	17.9760599993613
145	19.0911477746743
150	19.4293541374246
155	18.9952070405741
160	18.4526697435229
165	18.3337244638553
170	18.8558603977561
175	18.3697015993714
180	19.0888301079105
185	17.760854488606
190	17.511162708312
