5	17.2273545101711
10	17.936966032265
15	20.4722229807131
20	19.2390521719109
25	17.4076022697416
30	17.7834258083334
35	18.3701482711839
40	23.4602733523253
45	25.2951283941174
50	23.9907091267723
55	25.3205071860613
60	25.2704311559877
65	24.4679968771801
70	24.148294325048
75	20.8741260402663
80	18.4281330385021
85	20.1856217041743
90	19.1764629971684
95	20.3986474092919
100	22.3007482501393
105	21.5584778975304
110	17.7293176213994
115	17.8430608817573
120	19.1146191202413
125	21.1020552164439
130	20.3392275508991
135	17.9636968936904
140	17.3157751255123
145	18.450738057988
150	20.9154803852711
155	17.7504326204133
160	18.8200220109441
165	18.5275159687196
170	19.8636116041403
175	18.5615343459291
180	18.353935869261
185	18.6133587927241
190	18.53681667905
195	18.9249137155473
200	17.6914180917207
205	17.6225483588877
210	18.8806342771886
215	18.6491275841104
220	17.41953262188
225	17.6228179562085
