5	17.2302315888379
10	17.4813621476456
15	20.3936243772339
20	23.7136989214869
25	24.6483921798029
30	22.4426344838454
35	23.8225216823837
40	24.6014718843183
45	23.90750573176
50	23.7461432128136
55	24.7802352888317
60	22.8665339250481
65	17.7808418327973
70	19.6179317819167
75	22.4240663022534
80	20.3193656368283
85	18.7223427110087
90	22.3088407493567
95	24.6483127927894
100	24.1423888571021
105	24.1450672836383
110	25.8687356528594
115	25.0121407802331
120	24.6940064193753
125	25.5822898426684
130	23.6029782541486
135	20.1368144876409
140	21.1234002847437
145	21.8516070040367
150	18.4029007081777
155	18.5815560396773
160	20.7479802338639
165	18.8955005900401
170	19.0537618690263
175	18.6621200348967
180	23.1066330231806
185	24.5845061729777
190	23.8173037815946
195	25.5070054789166
200	24.246334014138
205	25.2231863466866
210	25.1169382168761
215	21.9092162293787
220	20.1259889230307
225	21.0080403728089
230	19.4111645583243
235	21.2290408297826
240	22.3971473801786
245	21.201371807566
250	20.5098554291417
255	19.6167654684013
260	18.1981463552281
265	19.9650065413013
270	21.8784737396466
275	21.365541600156
280	21.2887586795136
285	18.9808803463099
290	18.1091040213606
295	22.0898603187316
300	21.6033561587461
305	19.9240242961626
310	19.375731525409
315	17.5719821001966
320	18.6905519510264
325	19.6105149758997
330	19.0892616541621
335	17.8373787962034
340	18.8509242442741
345	18.9069527509299
350	17.664492436795
355	18.8781672900533
360	19.6184679550774
365	18.4756915405306
370	18.1228135104564
375	18.2539325009955
380	17.8330800532995
385	22.412272410721
390	18.763023164898
395	18.70123574075
400	23.40340502644
405	18.459365888085
410	19.416133045348
415	17.667087704991
420	17.285932994575
425	17.325288347342
430	17.740456386391
435	19.314111007488
440	17.233123127294
445	17.223335380264
450	17.210081647576
455	17.280931590593
460	19.709601493823
465	17.203095556491
470	17.163322428664
